Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification STUDY,Classification AUS,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Typeofmanipulation(Tile/Survey),Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Field/Lab,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,4.082482905,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,2.338090389,5,,,12.24744871,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1,,,2.449489743,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,4.166666667,,,8.773064839,6.833333333,,,16.25320481,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.166666667,,,1.471960144,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.083333333,,,0.204124145,0.666666667,,,1.211060142,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,10.16666667,,,15.26324561,9.666666667,,,21.74089848,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,17,,,26.70580461,2,,,4.898979486,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1,,,2.449489743,2.666666667,,,6.531972647,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,2.333333333,,,2.943920289,2.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,7.333333333,,,13.4114379,4.333333333,,,5.537749242,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,4,,,3.577708764,8.666666667,,,13.54498677,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,NIS,0.0121,0.01,,Tile,vertical,downfacing,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,2,,,1.702938637,2.916666667,,,3.277448194,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,2,,,1.702938637,2.5,,,3.146426545,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,7.5,,,5.454356057,12.3,,,6.978538529,5,5,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,7.5,,,5.454356057,2.9,,,2.534758371,5,5,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.166666667,,,0.40824829,1.666666667,,,2.338090389,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.166666667,,,0.40824829,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,1.211060142,1.833333333,,,1.834847859,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,1.211060142,0.833333333,,,0.752772653,6,6,PercentageCover,Invertebratess,Barnacles,Amphibalanus variegatus,N,N,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.416666667,,,0.49159604,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.4,,,0.418330013,0.7,,,0.836660027,5,5,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.4,,,0.418330013,0.3,,,0.447213595,5,5,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.516397779,1.166666667,,,0.752772653,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.516397779,0.333333333,,,0.516397779,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.5,,,1.516575089,1.5,,,2.34520788,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.5,,,1.516575089,0.833333333,,,0.98319208,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.516397779,0.166666667,,,0.40824829,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.516397779,0.166666667,,,0.40824829,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.083333333,,,0.204124145,0.083333333,,,0.204124145,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.083333333,,,0.204124145,0.25,,,0.273861279,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.416666667,,,0.49159604,0.416666667,,,0.376386326,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,0.416666667,,,0.49159604,0.416666667,,,0.376386326,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_upvert,,
Lee_2018,Lee,2018,Thesis,Y,1.833333333,,,1.329160136,0.333333333,,,0.516397779,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,1.833333333,,,1.329160136,1,,,1.095445115,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,0.816496581,1.5,,,1.224744871,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,0.816496581,1.166666667,,,0.98319208,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,2.128205128,,,2.328453618,1.666666667,,,1.366260102,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,2.128205128,,,2.328453618,1.666666667,,,2.250925735,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,5,,,3.033150178,3,,,2.75680975,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,5,,,3.033150178,3.333333333,,,2.065591118,6,6,PercentageCover,Invertebratess,Bryozoans,Bugula,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.166666667,,,0.40824829,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.5,,,0.5,0.5,,,0.5,5,5,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.5,,,0.5,0,,,0,5,5,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.166666667,,,0.40824829,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.166666667,,,0.40824829,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,2.804757862,0.333333333,,,0.516397779,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,2.804757862,4.5,,,8.432081594,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.083333333,,,0.204124145,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.083333333,,,0.204124145,0.083333333,,,0.204124145,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.25,,,0.273861279,0.083333333,,,0.204124145,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0.25,,,0.273861279,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Polymer,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,Orientation_vertdown,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0,,,0,6,6,PercentageCover,Invertebratess,Bryozoans,Cryptosula pallasiana,NIS,NIS,0.0121,0.01,,Tile,Wood,Concrete,1m,1,Y,Exp5,Wirrina Cove,9 weeks,63,9,2.071231969,Field,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,Orientation_vertdown,,
